Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,—,—,469.09%
,ebitda margin growth,5.76%,2.85%,85.81%,322.25%
,net income growth,3.31%,58.22%,370%,133%
,revenue growth,10.3%,17.62%,76%,62%
,roce,3.9%,41.93%,516.05%,16.44%
,roe,3.3%,-5.28%,21.71%,207.5%
