Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-16.24%,76.11%,-33.97%
,ebitda margin growth,26.11%,-1.81%,2.01%,18.19%
,net income growth,22.49%,7.78%,14%,30%
,revenue growth,-0.56%,7.43%,14%,13%
,roce,8.58%,-7.36%,-0.96%,4.85%
,roe,22.49%,-11.5%,15.11%,20.64%
