Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-169.65%,-198.73%,-592.96%
,ebitda margin growth,0.37%,-15.13%,-1.06%,383.62%
,net income growth,-42.11%,18.9%,17%,81%
,revenue growth,-23.37%,10.23%,8%,7%
,roce,6.42%,12.64%,24.05%,0.71%
,roe,-42.11%,-14.3%,39.91%,-9.78%
