Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,12.75%,3.47%,30.43%
,ebitda margin growth,-11.83%,13.41%,11.96%,-23.09%
,net income growth,-13.55%,47.07%,8%,1%
,revenue growth,0.39%,15.73%,21%,13%
,roce,-14.83%,20.1%,9.83%,14.66%
,roe,-13.56%,30.01%,8.8%,-41.41%
