Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,10.66%,-189.26%,-343.53%
,ebitda margin growth,-42.99%,13.54%,26.21%,-1.53%
,net income growth,-45.86%,32.5%,49%,56%
,revenue growth,-65.47%,20.72%,32%,46%
,roce,-44.06%,37.41%,35.55%,9.4%
,roe,-45.87%,20.23%,8.22%,135.4%
