Item,Indicator,Value,Signal
,SMA (10),1447.03,Sell
,EMA (10),1442.6,Sell
,SMA (20),1491.79,Sell
,EMA (20),1467.95,Sell
,SMA (50),1473.12,Sell
,EMA (50),1457.73,Sell
,SMA (100),1390.93,Buy
,EMA (100),1420.94,Sell
,SMA (200),1377.62,Buy
,EMA (200),1397.39,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),29.25,Buy
,"MACD (12,26,9)",-21.51,Sell
,"Stochastic (14,3,3)",5.78,Buy
,ADX (14),33.28,Buy
,Williams %R (14),-93.78,Buy
,ATR (14),29.92,Neutral
,ROC (12),-9.33,Sell
,Stoch RSI (14),0,Buy
,"UO (7,14,28)",47.18,Neutral
