Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,6961,6366,6529,9034,7176,6499,6456,7906,7876,6778,6406,8124
Expenses,5740,5322,5420,7176,5968,5388,5326,6423,6370,5375,5257,6586
Operating Profit,1221,1044,1109,1858,1207,1112,1130,1483,1506,1403,1149,1538
OPM %,18,16,17,21,17,17,18,19,19,21,18,19
Other Income,108,54,97,76,125,172,114,105,78,69,71,81
Interest,247,235,233,260,272,276,236,212,216,255,252,293
Depreciation,342,349,355,359,371,378,389,390,389,413,421,400
Profit before tax,741,513,617,1315,689,630,619,985,979,805,547,925
Tax %,27,27,28,24,28,22,-74,25,24,19,39,28
Net Profit,543,374,447,996,496,489,1077,742,742,655,331,662
EPS in Rs,10.94,7.49,8.95,20.23,10.01,9.44,21.03,14.52,14.36,12.76,6.31,12.68
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,11512,13151,13641,12173,14258,25694,27183,29165,28966,29184,,
Expenses,8364,9934,10045,8695,10643,20906,22587,23844,23389,23588,,
Operating Profit,3148,3217,3596,3477,3615,4789,4596,5322,5577,5596,,
OPM %,27,24,26,29,25,19,17,18,19,19,,
Other Income,232,172,-862,130,-1089,352,307,473,287,299,,
Interest,848,899,955,776,628,818,943,1045,934,1015,,
Depreciation,1132,1227,1304,1280,1334,1281,1378,1497,1613,1623,,
Profit before tax,1401,1264,475,1552,564,3041,2583,3253,3317,3257,,
Tax %,32,28,-148,16,19,29,27,6,26,—,,
Net Profit,952,904,1179,1296,459,2165,1896,3059,2469,2390,,
EPS in Rs,19.61,18.7,24.43,26.86,9.45,44.06,38.14,59.31,47.95,46.11,,
Dividend Payout %,26,27,47,41,95,59,42,32,42,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,481,481,481,481,481,481,481,481,504,504,,
Reserves,6411,7239,8490,8673,9704,9463,10529,11581,17111,18571,,
Borrowings,8768,9298,9715,8908,7817,9143,10541,11632,8840,13971,,
Other Liabilities,5132,5571,5865,5541,5513,5902,8320,9633,10004,11999,,
Total Liabilities,20793,22589,24550,23603,23514,24988,29872,33326,36459,45045,,
Fixed Assets,16804,17871,18014,17569,17326,17097,19269,21802,24286,25611,,
CWIP,332,393,359,568,838,1297,2625,2472,2250,6965,,
Investments,671,873,914,724,466,407,804,954,895,1531,,
Other Assets,2986,3453,5263,4743,4885,6187,7174,8097,9028,10938,,
Total Assets,20793,22589,24550,23603,23514,24988,29872,33326,36459,45045,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,2356,2764,2425,3610,2988,3167,3456,4258,4805,5464,,
Cash from Investing Activity,-2122,-2418,-1828,-1129,-910,-2483,-3216,-3544,-3650,-8088,,
Cash from Financing Activity,-674,-311,-617,-2506,-2061,-502,-341,-551,-1216,3101,,
Net Cash Flow,-440,34,-20,-25,16,182,-101,163,-62,478,,
Free Cash Flow,-85,429,537,2263,1699,1407,432,659,608,-2156,,
CFO/OP,100,98,84,109,93,94,82,103,94,109,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,36,36,34,34,43,41,32,29,30,29,,
Cash Conversion Cycle,36,36,34,34,43,41,32,29,30,29,,
Working Capital Days,-15,-11,-15,-23,-21,-40,-9,-9,-3,-35,,
ROCE %,10,13,12,13,13,13,18,15,16,14,,
