Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,4.41%,27.79%,72.98%
,ebitda margin growth,44.13%,-2.47%,-1.61%,-7%
,net income growth,43.56%,2.45%,6%,10%
,revenue growth,20.2%,6.15%,6%,14%
,roce,—,21.36%,20.57%,58.11%
,roe,—,22.83%,43.81%,8.51%
