Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-119.46%,-55.49%,-130.69%
,ebitda margin growth,40.21%,-5%,-5.99%,4.69%
,net income growth,0.37%,-5.76%,35%,30%
,revenue growth,5.03%,4.04%,15%,16%
,roce,15.38%,-15.85%,-13.99%,5.49%
,roe,0.37%,-17.91%,14.67%,2.76%
