Item,Indicator,Value,Signal
,SMA (10),3715.64,Sell
,EMA (10),3721.96,Sell
,SMA (20),3863.22,Sell
,EMA (20),3837.12,Sell
,SMA (50),4187.39,Sell
,EMA (50),4074.37,Sell
,SMA (100),4380.26,Sell
,EMA (100),4103.95,Sell
,SMA (200),3735.19,Sell
,EMA (200),3918.13,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),30.76,Neutral
,"MACD (12,26,9)",-155.3,Sell
,"Stochastic (14,3,3)",16.35,Buy
,ADX (14),47.2,Buy
,Williams %R (14),-77.41,Neutral
,ATR (14),114.58,High Volatility
,ROC (12),-7.22,Sell
,Stoch RSI (14),45.78,Neutral
,"UO (7,14,28)",35.65,Neutral
