Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,37.84%,37.84%,37.68%,37.63%,36.24%,35.89%,34.37%,31.58%,30.02%,28.29%,28.29%,28.29%
FIIs,8.35%,8.18%,7.65%,7.02%,6.68%,6.7%,6.97%,7.76%,7.48%,7.48%,7.08%,15.74%
DIIs,6.25%,6.15%,7.31%,9.08%,10.36%,10.96%,13.26%,14.03%,13.57%,9.07%,8.58%,10.92%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,31.14%,31.36%,31.56%,31.46%,31.89%,33.65%,32.92%,34.33%,36.64%,38.88%,37.37%,30.36%
Others,16.42%,16.47%,15.79%,14.82%,14.83%,12.79%,12.49%,12.31%,12.29%,16.29%,18.68%,14.69%
No. of Shareholders,589482,651786,729536,770791,773276,820639,840219,858638,869442,834469,803693,732721
