Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-1.76%,-2.53%,44.61%
,ebitda margin growth,5.39%,-5.27%,-10.94%,-17.58%
,net income growth,7.33%,3.37%,6%,16%
,revenue growth,1.64%,13.86%,11%,15%
,roce,6.29%,-5.96%,-23.07%,28.1%
,roe,7.33%,-2.87%,20.96%,-17.61%
