Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,11.73%,18.73%,42.29%
,ebitda margin growth,32.54%,-0.06%,4.43%,7.68%
,net income growth,28.97%,3.55%,30%,12%
,revenue growth,14.16%,12.11%,11%,12%
,roce,41.4%,-8.19%,-4.43%,25.53%
,roe,28.97%,-10.09%,20.53%,-11.59%
