Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-33.7%,2.99%,-11.86%
,ebitda margin growth,-12.29%,5.28%,-23.37%,250%
,net income growth,-141.26%,39.23%,99%,-3%
,revenue growth,-6.46%,16.08%,7%,9%
,roce,-140.05%,-22.5%,-56.59%,-4.9%
,roe,-141.24%,41.49%,3.98%,586.96%
