Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-428.41%,-441.5%,58.04%
,ebitda margin growth,15.79%,-0.59%,-0.66%,-0.56%
,net income growth,14.42%,7.8%,3%,10%
,revenue growth,14.5%,0.67%,5%,12%
,roce,—,-5.68%,-4.7%,5.37%
,roe,—,0%,12.58%,-16.84%
