Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,232.22%,119.99%,-10.09%
,ebitda margin growth,-9.55%,-0.75%,5%,7.46%
,net income growth,-0.97%,43.55%,69%,25%
,revenue growth,4.72%,0.59%,10%,9%
,roce,1.56%,-10.25%,3.09%,5.06%
,roe,-0.97%,34.25%,5.01%,117.09%
