Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,9533,9788,9617,10211,10483,10260,9970,9728,12218,12487,12978,13126
Expenses,8174,8403,8298,8804,9033,8844,8529,8315,10452,10735,11109,11424
Operating Profit,1360,1385,1319,1407,1450,1416,1441,1413,1766,1752,1870,1702
OPM %,14,14,14,14,14,14,14,15,14,14,14,13
Other Income,213,288,177,225,239,306,345,939,240,179,210,460
Interest,25,23,8,19,18,17,17,21,19,20,19,21
Depreciation,187,194,197,205,206,209,204,206,210,219,220,220
Profit before tax,1360,1456,1292,1408,1464,1497,1565,2126,1777,1692,1841,1921
Tax %,26,25,27,27,27,26,25,20,26,25,20,26
Net Profit,1007,1091,943,1032,1066,1108,1169,1706,1321,1275,1474,1418
EPS in Rs,50.35,54.7,46.77,52.31,53.19,55.38,58.06,85.26,65.42,63.35,72.97,70.59
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,32458,33971,29254,30959,29551,34158,37789,40923,47411,50810,,
Expenses,27124,28946,25184,26902,26295,30060,32554,35135,40352,43720,,
Operating Profit,5334,5025,4070,4058,3256,4099,5235,5789,7059,7090,,
OPM %,16,15,14,13,11,12,14,14,15,14,,
Other Income,564,741,1434,553,545,567,689,1040,1310,1089,,
Interest,31,37,47,46,53,105,76,71,78,79,,
Depreciation,575,624,846,715,690,697,757,825,855,869,,
Profit before tax,5292,5104,4611,3849,3058,3864,5090,5934,7436,7230,,
Tax %,30,32,21,24,24,28,26,26,22,—,,
Net Profit,3722,3466,3659,2936,2329,2800,3742,4376,5776,5488,,
EPS in Rs,186.29,172.44,182.14,146.05,115.95,140.61,187.31,218.91,286.96,272.33,,
Dividend Payout %,51,50,49,72,82,71,75,75,64,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,40,40,40,40,40,40,40,40,40,40,,
Reserves,10276,11932,13080,14366,15376,15807,16616,17659,19232,21571,,
Borrowings,261,228,312,453,584,605,568,606,700,779,,
Other Liabilities,4736,5197,5072,4815,7096,6027,6694,7847,8418,11063,,
Total Liabilities,15312,17397,18504,19674,23096,22478,23917,26153,28390,33453,,
Fixed Assets,4599,4961,4952,6473,6380,6194,6159,6232,6283,6374,,
CWIP,581,355,573,391,495,517,454,484,487,765,,
Investments,6066,7669,6114,8359,10582,10528,10891,12751,14384,19286,,
Other Assets,4066,4411,6865,4451,5639,5240,6413,6685,7236,7028,,
Total Assets,15312,17397,18504,19674,23096,22478,23917,26153,28390,33453,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,4007,4017,1032,5518,4110,2104,2614,4923,4297,8315,,
Cash from Investing Activity,-1972,-1858,1298,-2819,-2289,-222,-421,-1828,-1703,-4478,,
Cash from Financing Activity,-2036,-2102,-2252,-2602,-1852,-1975,-2147,-2717,-2815,-3534,,
Net Cash Flow,-1,57,78,97,-31,-94,45,379,-221,303,,
Free Cash Flow,2771,3196,57,4230,3537,1545,2052,4146,3463,7227,,
CFO/OP,113,104,62,149,125,89,85,119,101,134,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,20,16,29,19,27,27,29,25,30,18,,
Inventory Days,14,16,19,24,30,26,27,25,27,31,,
Days Payable,62,56,54,58,88,76,73,80,77,88,,
Cash Conversion Cycle,-29,-24,-5,-15,-32,-23,-17,-30,-20,-40,,
Working Capital Days,-17,-15,6,-10,-21,-14,-7,-17,-11,-31,,
ROCE %,48,45,39,27,24,18,23,29,30,35,,
