Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-74.84%,-55.84%,108.49%
,ebitda margin growth,18.45%,3.37%,19.33%,42.73%
,net income growth,19.86%,34.84%,30%,45%
,revenue growth,18.94%,30.94%,12%,31%
,roce,19.05%,-1.63%,-1.63%,29.95%
,roe,19.84%,-5.82%,26.74%,17.35%
