Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,6.07%,30.57%,87.57%
,ebitda margin growth,-0.54%,-2.49%,-3.64%,3.19%
,net income growth,-20.08%,15.27%,6%,44%
,revenue growth,3.81%,11.49%,13%,21%
,roce,-1.99%,-6.86%,-3.83%,18.73%
,roe,-20.05%,2.17%,16.91%,-26.02%
