Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,32.47%,10.31%,55.97%
,ebitda margin growth,2.43%,31.47%,12.85%,9.94%
,net income growth,9.2%,40.71%,14%,11%
,revenue growth,-2.89%,4.39%,3%,12%
,roce,2.9%,26.84%,-0.14%,19.95%
,roe,9.24%,26.31%,14.87%,-10.57%
