Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,13075,11148,10254,12886,12378,11144,13209,14623,12755,12589,13018,14401
Expenses,11611,9523,7290,11413,9998,9215,10210,12018,9993,10223,10556,12380
Operating Profit,1465,1625,2964,1473,2380,1929,2998,2605,2762,2366,2463,2021
OPM %,11,15,29,11,19,17,23,18,22,19,19,14
Other Income,391,195,131,17,-93,255,146,59,553,135,645,171
Interest,0,0,0,0,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,1855,1820,3096,1490,2287,2184,3144,2664,3315,2501,3108,2192
Tax %,13,24,18,25,18,26,25,18,19,24,23,26
Net Profit,1689,1439,2580,1401,1856,1677,2499,2531,2874,1726,2533,1744
EPS in Rs,9.63,8.2,14.71,7.98,10.58,9.56,14.24,14.42,16.38,9.84,14.44,9.94
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,38198,44928,50345,48583,48967,46638,45978,49617,52986,52763,,
Expenses,39900,41204,52445,45510,45816,39709,38506,40822,42923,43152,,
Operating Profit,-1702,3724,-2100,3073,3151,6929,7472,8795,10062,9611,,
OPM %,-4.5,8,-4.2,6,6,15,16,18,19,18,,
Other Income,5351,145,1754,11,618,1112,465,324,1391,1504,,
Interest,12,0,0,0,0,1,1,0,0,0,,
Depreciation,8,14,19,15,14,10,12,15,6,0,,
Profit before tax,3630,3854,-366,3069,3755,8031,7925,9105,11447,11115,,
Tax %,12,32,-24,41,41,18,18,23,21,—,,
Net Profit,3146,2758,-186,1992,2386,6907,6686,7432,9662,8875,,
EPS in Rs,17.93,15.72,-1.06,11.35,13.6,39.37,38.11,42.36,55.08,50.6,,
Dividend Payout %,38,43,0,0,17,18,26,24,24,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,430,439,877,877,877,877,877,877,877,877,,
Reserves,19753,23716,24615,23067,31586,35131,44308,54379,60622,69604,,
Borrowings,0,0,0,0,0,0,0,0,0,0,,
Other Liabilities,77131,88329,96716,96637,107801,115833,117546,129196,133268,135247,,
Total Liabilities,97314,112484,122209,120581,140265,151841,162731,184452,194768,205728,,
Fixed Assets,192,200,225,209,200,200,324,318,327,332,,
CWIP,0,0,0,0,0,0,0,0,8,12,,
Investments,66481,73791,82045,70918,93990,104677,114738,135763,143280,148373,,
Other Assets,30641,38493,39938,49455,46075,46963,47669,48372,51153,57011,,
Total Assets,97314,112484,122209,120581,140265,151841,162731,184452,194768,205728,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,7901,8837,7604,8617,13284,9051,11722,-212,1976,466,,
Cash from Investing Activity,-4414,-5605,-7501,-4016,-10802,-6188,-9076,1749,-275,1281,,
Cash from Financing Activity,-1035,-1206,-1428,-1428,0,0,-395,-1263,-1754,-1754,,
Net Cash Flow,2452,2026,-1324,3174,2482,2863,2251,274,-53,-7,,
Free Cash Flow,7898,8821,7564,8614,13278,9036,11589,-217,1952,453,,
CFO/OP,-1046,-543,240,-440,467,334,195,22,48,30,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,0,0,0,0,0,0,0,0,0,0,,
Cash Conversion Cycle,0,0,0,0,0,0,0,0,0,0,,
Working Capital Days,-396,-336,-321,-353,-447,-496,-564,-604,-595,-595,,
ROCE %,7,7,13,-1,11,11,20,13,16,17,,
