Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,22.02%,-13.32%,160.45%
,ebitda margin growth,-29.75%,0.07%,-10.25%,-12.41%
,net income growth,-35.26%,-0.72%,3%,-1%
,revenue growth,-21.97%,7.22%,7%,12%
,roce,-36.34%,-6.74%,-25.94%,24.75%
,roe,-35.25%,-8.95%,17.79%,-38.63%
