Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,2545,2561,2685,2826,2913,2859,2963,3319,3583,3608,4086,4315
Expenses,2227,2262,2295,2451,2531,2487,2541,2875,3106,3131,3518,3779
Operating Profit,318,299,389,374,382,373,422,444,477,477,568,536
OPM %,13,12,14,13,13,13,14,13,13,13,14,12
Other Income,16,27,27,34,27,22,47,36,21,16,30,33
Interest,10,11,13,11,12,12,12,14,14,15,15,17
Depreciation,118,114,128,129,131,136,142,164,180,178,212,222
Profit before tax,206,201,275,268,266,247,314,302,304,301,371,330
Tax %,25,24,24,24,24,25,22,25,25,26,25,26
Net Profit,155,152,210,204,203,184,245,226,227,222,276,245
EPS in Rs,10.99,10.83,14.94,14.49,14.43,13.11,17.43,16.09,16.16,15.76,19.65,17.38
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,6349,7509,6915,6547,7549,8804,10241,11561,14596,15592,,
Expenses,5421,6380,5784,5507,6585,7768,8913,10010,12630,13534,,
Operating Profit,928,1129,1131,1040,965,1036,1328,1551,1966,2058,,
OPM %,15,15,16,16,13,12,13,13,13,13,,
Other Income,-3,6,48,19,10,35,86,129,103,101,,
Interest,24,26,18,14,6,21,43,47,57,61,,
Depreciation,322,376,414,399,382,422,474,539,734,792,,
Profit before tax,579,733,747,647,586,629,897,1095,1277,1306,,
Tax %,33,32,24,20,21,24,24,24,25,—,,
Net Profit,391,495,566,520,461,480,680,836,952,970,,
EPS in Rs,27.78,35.19,40.2,36.95,32.75,34.09,48.38,59.46,67.66,68.95,,
Dividend Payout %,14,16,14,16,19,21,18,17,17,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,141,141,141,141,141,141,141,141,141,141,,
Reserves,1589,2032,2424,2865,3421,3779,4271,4837,5577,6700,,
Borrowings,694,814,730,750,641,430,515,765,944,1327,,
Other Liabilities,1087,1353,1475,1306,1544,1507,1875,2128,2465,3444,,
Total Liabilities,3510,4340,4770,5062,5747,5857,6802,7871,9126,11611,,
Fixed Assets,1634,1851,2163,2606,2603,2715,3143,3630,4058,5701,,
CWIP,44,59,118,126,96,119,171,159,293,488,,
Investments,33,46,36,166,444,487,672,793,804,1031,,
Other Assets,1800,2383,2453,2164,2604,2536,2816,3289,3971,4392,,
Total Assets,3510,4340,4770,5062,5747,5857,6802,7871,9126,11611,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,537,742,898,1011,621,742,862,1057,1532,1851,,
Cash from Investing Activity,-361,-436,-696,-671,-586,-550,-905,-945,-988,-1781,,
Cash from Financing Activity,-122,-24,-167,-258,-143,-302,-72,105,-29,-214,,
Net Cash Flow,54,283,35,83,-108,-111,-115,217,514,-144,,
Free Cash Flow,157,316,221,464,310,222,240,237,525,595,,
CFO/OP,88,103,100,109,76,93,101,96,113,109,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,50,56,45,36,58,47,48,45,45,46,,
Inventory Days,50,49,45,54,62,58,56,52,52,50,,
Days Payable,98,113,98,104,130,102,97,96,99,102,,
Cash Conversion Cycle,2,-8,-8,-15,-10,2,7,1,-2,-6,,
Working Capital Days,-3,-9,-9,-11,13,15,14,10,3,0,,
ROCE %,21,23,25,21,17,14,14,17,17,18,,
