Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,169.84%,143.88%,78.19%
,ebitda margin growth,23.59%,32.87%,68.22%,-8.13%
,net income growth,28.36%,151.1%,4%,-2%
,revenue growth,11.63%,22.01%,4%,7%
,roce,30.31%,62.83%,147.42%,18.35%
,roe,28.35%,112.73%,9.39%,-33.9%
