Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,73.77%,73.75%,73.74%,73.69%,73.69%,73.66%,73.66%,73.59%,73.58%,73.58%,73.57%,73.53%
FIIs,5.89%,5.63%,5.51%,4.46%,4.35%,4.19%,5.18%,4.84%,4.67%,4.23%,3.86%,4.12%
DIIs,10.41%,11.1%,12.33%,13.31%,13.96%,14.3%,13.68%,13.88%,14.13%,14.57%,14.64%,14.05%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,7.46%,7.12%,6.66%,6.74%,6.26%,6.27%,5.9%,6.12%,6.05%,6.05%,6.3%,6.58%
Others,2.46%,2.4%,1.76%,1.8%,1.74%,1.59%,1.58%,1.58%,1.57%,1.57%,1.63%,1.72%
No. of Shareholders,266571,257396,243374,254732,236000,231067,219573,223318,221811,231406,244820,247423
