Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-3.73%,-66.15%,-353.06%
,ebitda margin growth,4.11%,7.06%,-1.39%,-3.63%
,net income growth,4.4%,32.8%,-10%,2%
,revenue growth,-4.44%,17.79%,14%,18%
,roce,5.64%,10.77%,-8.36%,7%
,roe,4.4%,23.42%,6.04%,-34.13%
