Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,404,449,416,529,538,418,376,547,419,517,390,584
Expenses,173,176,188,178,190,185,207,207,241,215,402,201
Operating Profit,232,273,228,351,348,233,169,340,177,302,-12,383
OPM %,57,61,55,66,65,56,45,62,42,58,-3.1,66
Other Income,2,1,4,5,2,3,0,2,3,-108,12,2
Interest,3,3,3,3,3,3,3,3,3,3,3,3
Depreciation,10,10,12,11,11,11,12,12,13,13,13,13
Profit before tax,220,261,218,341,336,221,154,326,164,178,-17,368
Tax %,17,22,17,20,22,22,34,22,19,23,206,20
Net Profit,183,203,181,274,263,174,102,254,132,138,-51,294
EPS in Rs,14.39,14.59,12.79,19.97,18.76,11.78,6.83,18.5,8.81,9.41,-5.19,22.86
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,1134,1051,854,1169,1319,1267,1737,1851,1705,1909,,
Expenses,577,552,506,526,621,655,703,749,889,1059,,
Operating Profit,558,498,349,643,698,612,1034,1102,816,850,,
OPM %,49,47,41,55,53,48,60,60,48,45,,
Other Income,22,30,36,4,8,23,6,9,-100,-92,,
Interest,0,8,9,8,9,10,11,13,13,13,,
Depreciation,14,29,34,36,37,40,42,46,51,52,,
Profit before tax,566,491,341,603,660,586,987,1052,652,694,,
Tax %,29,29,19,18,19,25,19,23,28,—,,
Net Profit,402,348,275,494,535,440,802,813,472,512,,
EPS in Rs,31.68,27.83,21.41,38.97,42.09,34.44,60.17,57.16,31.44,35.89,,
Dividend Payout %,16,18,33,44,50,64,78,84,127,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,127,127,127,127,127,127,127,127,128,129,,
Reserves,1789,2161,2478,2646,3125,3493,3741,4261,4471,4376,,
Borrowings,0,0,0,0,0,0,0,0,142,141,,
Other Liabilities,205,262,409,393,398,363,307,953,917,398,,
Total Liabilities,2121,2550,3013,3165,3650,3983,4175,5341,5658,5043,,
Fixed Assets,278,273,351,373,360,357,368,412,408,405,,
CWIP,3,5,1,1,5,8,9,3,11,4,,
Investments,1543,1932,2261,2356,2747,2994,3248,4428,4558,3988,,
Other Assets,297,339,400,436,539,623,550,498,681,647,,
Total Assets,2121,2550,3013,3165,3650,3983,4175,5341,5658,5043,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,324,316,123,181,153,337,395,325,536,407,,
Cash from Investing Activity,-242,-233,-26,-102,-57,-60,-93,-146,124,-34,,
Cash from Financing Activity,-65,-44,-123,-84,-104,-215,-267,-238,-554,-594,,
Net Cash Flow,16,39,-26,-5,-8,62,36,-59,106,-221,,
Free Cash Flow,219,306,116,136,126,299,344,245,486,366,,
CFO/OP,77,59,58,76,35,67,88,48,69,77,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,3,9,10,19,14,22,27,18,16,17,,
Cash Conversion Cycle,3,9,10,19,14,22,27,18,16,17,,
Working Capital Days,-28,-40,-31,-24,-47,-31,-32,-33,-23,-31,,
ROCE %,—,27,20,13,20,19,16,23,21,16,,
