Item,Indicator,Value,Signal
,SMA (10),2075.87,Buy
,EMA (10),2113.65,Buy
,SMA (20),1984.11,Buy
,EMA (20),2039.13,Buy
,SMA (50),1935.93,Buy
,EMA (50),1951.78,Buy
,SMA (100),1848.43,Buy
,EMA (100),1840.37,Buy
,SMA (200),1598.61,Buy
,EMA (200),1701.89,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),64.36,Neutral
,"MACD (12,26,9)",78.63,Buy
,"Stochastic (14,3,3)",87.13,Sell
,ADX (14),22.3,Neutral
,Williams %R (14),-21.27,Neutral
,ATR (14),80.38,High Volatility
,ROC (12),15.8,Buy
,Stoch RSI (14),72.1,Neutral
,"UO (7,14,28)",62.45,Neutral
