Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,1235,1873,1837,1601,1750,1707,1705,1719,2294,1725,2594,2357
Expenses,1027,1662,1530,1369,1526,1474,1296,1479,2003,1428,1970,1643
Operating Profit,208,212,307,232,224,233,409,240,291,297,624,714
OPM %,17,11,17,15,13,14,24,14,13,17,24,30
Other Income,44,45,63,44,39,60,65,63,96,81,87,106
Interest,27,30,29,31,30,51,52,33,24,26,63,48
Depreciation,34,34,33,37,37,37,41,42,52,53,53,53
Profit before tax,192,192,307,208,196,204,381,228,310,299,596,719
Tax %,22,21,23,24,22,22,17,23,21,22,24,24
Net Profit,150,152,237,158,152,160,318,175,244,233,455,545
EPS in Rs,3.62,3.71,5.59,3.75,3.59,3.54,8.02,3.74,5.12,5.04,11.69,13.8
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,4791,5616,7183,3843,4631,8627,7046,6764,8333,8971,,
Expenses,4525,5245,6906,3456,4096,7955,6123,5666,6881,7045,,
Operating Profit,266,371,277,388,535,672,923,1098,1452,1926,,
OPM %,6,7,3.9,10,12,8,13,16,17,21,,
Other Income,8,8,33,37,39,187,190,208,326,370,,
Interest,15,26,33,17,22,88,116,165,146,161,,
Depreciation,34,51,69,72,79,126,135,152,199,210,,
Profit before tax,225,302,208,336,472,645,861,989,1433,1925,,
Tax %,5,17,35,26,18,21,22,20,23,—,,
Net Profit,214,252,134,249,385,511,672,787,1107,1476,,
EPS in Rs,5.92,6.63,2.93,6.36,10.19,13.19,16.22,18.9,25.59,35.65,,
Dividend Payout %,21,21,58,31,25,44,40,42,34,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,33,33,33,34,35,35,35,35,35,35,,
Reserves,804,1174,1358,1621,1901,2145,3497,3859,4596,6020,,
Borrowings,286,304,239,253,734,835,1924,2665,4606,4150,,
Other Liabilities,871,703,715,982,371,946,1613,1369,1843,4064,,
Total Liabilities,1994,2214,2345,2890,3042,3961,7069,7929,11080,14269,,
Fixed Assets,748,1282,1329,1699,1711,2376,3661,4139,5086,6363,,
CWIP,313,126,121,220,488,253,412,697,1308,764,,
Investments,0,0,10,7,0,0,204,194,0,1745,,
Other Assets,933,806,885,964,844,1333,2792,2899,4686,5398,,
Total Assets,1994,2214,2345,2890,3042,3961,7069,7929,11080,14269,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,177,191,556,146,442,280,358,656,558,2028,,
Cash from Investing Activity,-220,-296,-155,-151,-428,-179,-931,-712,-1463,-2533,,
Cash from Financing Activity,47,184,-143,-126,61,-304,1311,256,1283,1606,,
Net Cash Flow,4,80,258,-131,74,-203,738,200,378,1101,,
Free Cash Flow,-46,-108,402,-24,83,-113,-179,42,-386,1212,,
CFO/OP,101,94,167,78,127,69,113,96,69,167,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,66,26,15,23,9,58,35,27,37,21,,
Inventory Days,2,2,2,2,6,9,7,4,13,7,,
Days Payable,69,32,35,23,9,63,42,28,31,40,,
Cash Conversion Cycle,-2,-3,-18,3,6,3,1,3,20,-12,,
Working Capital Days,-27,-29,-30,-9,-23,-11,7,-8,-12,-113,,
ROCE %,20,18,20,13,15,17,16,15,13,13,,
