Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,38.26%,38.24%,38.21%,35.63%,35.61%,35.57%,35.55%,28.97%,28.91%,28.87%,28.8%,28.59%
FIIs,16.82%,19.11%,17.27%,15.36%,12.27%,13.81%,13.05%,14.66%,13.11%,12.45%,12.8%,13.76%
DIIs,10.41%,9.32%,9.49%,14.02%,12.73%,14.33%,14.28%,16.43%,14.87%,18.12%,18.88%,20.35%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.01%
Public,31.11%,30.32%,31.82%,31.99%,36.02%,33.25%,34.1%,37.08%,40.21%,37.9%,37.21%,34.87%
Others,3.4%,3.01%,3.2%,3%,3.37%,3.04%,3.01%,2.86%,2.9%,2.66%,2.31%,2.43%
No. of Shareholders,131876,155194,200355,270528,381346,355598,402193,325965,383581,327994,359235,356468
