Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,151.43%,178.61%,373.4%
,ebitda margin growth,-1.67%,-1.75%,-0.83%,—
,net income growth,-4.32%,210.4%,23%,18%
,revenue growth,4.21%,19.1%,31%,30%
,roce,4.33%,50.78%,38.12%,—
,roe,-4.32%,67.23%,26.84%,—
