Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-2.03%,71.96%,29.64%
,ebitda margin growth,-2.45%,1.7%,-11.37%,-7.25%
,net income growth,25.64%,5.88%,-11%,17%
,revenue growth,0.2%,17.14%,15%,30%
,roce,-7.5%,-19.43%,-38.35%,20.89%
,roe,25.62%,-42.67%,13.06%,-69.73%
