Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-58.01%,-57.39%,-39.13%
,ebitda margin growth,84.86%,-4.96%,16.54%,-9.51%
,net income growth,170.04%,-16.32%,19%,35%
,revenue growth,8.5%,15.19%,7%,16%
,roce,130.56%,-26.07%,-8.3%,11.8%
,roe,170.04%,-24.21%,10.77%,-46.04%
