Item,Indicator,Value,Signal
,SMA (10),11983.7,Sell
,EMA (10),11853.94,Sell
,SMA (20),11883.25,Sell
,EMA (20),11834.71,Sell
,SMA (50),11616.06,Buy
,EMA (50),11452.15,Buy
,SMA (100),10671.16,Buy
,EMA (100),10677.7,Buy
,SMA (200),9037.75,Buy
,EMA (200),9776.24,Buy
,Indicator,Value,Signal
,---,---,---
,RSI (14),49.73,Neutral
,"MACD (12,26,9)",77.75,Sell
,"Stochastic (14,3,3)",29.62,Neutral
,ADX (14),11.16,Neutral
,Williams %R (14),-65.57,Neutral
,ATR (14),318.4,Neutral
,ROC (12),-0.31,Sell
,Stoch RSI (14),14.76,Buy
,"UO (7,14,28)",51.08,Neutral
