Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,15623,15567,15210,15707,15926,15556,15190,15757,15919,16441,16351,17341
Expenses,11828,11902,11675,11965,12139,11867,11572,12118,12137,12660,12514,13394
Operating Profit,3795,3665,3535,3742,3787,3689,3618,3639,3782,3781,3837,3947
OPM %,24,24,23,24,24,24,24,23,24,23,23,23
Other Income,178,184,309,209,203,733,149,103,269,4048,503,113
Interest,88,91,105,93,110,109,77,122,124,88,76,75
Depreciation,297,313,320,329,338,318,318,326,322,337,348,353
Profit before tax,3588,3445,3419,3529,3542,3995,3372,3294,3605,7404,3916,3632
Tax %,26,27,25,26,27,25,27,16,25,11,24,26
Net Profit,2657,2508,2561,2612,2595,2989,2475,2768,2694,6603,2994,2680
EPS in Rs,11.3,10.68,10.89,11.11,11.03,12.7,10.49,11.73,11.43,28.12,12.73,11.38
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,35545,39310,39783,47028,52446,60580,61896,61328,64468,66052,,
Expenses,28046,30430,29922,35402,39589,46433,47237,46630,49429,50705,,
Operating Profit,7499,8880,9861,11626,12857,14147,14659,14698,15039,15347,,
OPM %,21,23,25,25,25,23,24,24,23,23,,
Other Income,353,322,424,170,219,448,817,1355,4923,4933,,
Interest,26,33,118,117,106,114,334,381,410,363,,
Depreciation,520,565,1002,1074,1091,1137,1216,1253,1333,1360,,
Profit before tax,7306,8604,9165,10605,11879,13344,13926,14419,18219,18557,,
Tax %,28,30,26,25,25,24,26,26,17,—,,
Net Profit,5227,6060,6756,7999,8892,10143,10282,10671,15059,14971,,
EPS in Rs,24.09,27.97,31.17,34.03,37.79,43.07,43.74,45.32,64.01,63.66,,
Dividend Payout %,83,78,80,119,90,91,96,117,64,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,216,216,216,216,235,235,235,235,235,235,,
Reserves,6528,7065,7651,8013,47439,48826,50069,50983,49167,48504,,
Borrowings,277,0,99,0,0,1043,1219,1484,1648,1478,,
Other Liabilities,8685,10581,10663,11924,21066,20402,21554,25787,28813,29521,,
Total Liabilities,15706,17862,18629,20153,68740,70506,73077,78489,79863,79738,,
Fixed Assets,4419,4528,4715,5479,51443,51473,52678,53744,54335,57428,,
CWIP,229,461,406,597,745,1313,1132,1025,1009,880,,
Investments,3794,2873,2716,1255,2709,3521,2882,4625,3810,4359,,
Other Assets,7264,10000,10792,12822,13843,14199,16385,19095,20709,17071,,
Total Assets,15706,17862,18629,20153,68740,70506,73077,78489,79863,79738,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,5185,6059,5800,7623,9163,9048,9991,15469,11886,10999,,
Cash from Investing Activity,-1173,-1063,-438,1791,-1228,-1728,-1484,-5324,6473,-3676,,
Cash from Financing Activity,-4214,-4975,-5390,-6819,-9309,-8015,-8953,-10034,-13101,-10810,,
Net Cash Flow,-202,21,-28,2595,-1374,-695,-446,111,5258,-3487,,
Free Cash Flow,4248,5196,5046,6813,5097,7995,8980,14012,10624,9667,,
CFO/OP,111,111,96,103,100,92,93,108,96,105,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,12,13,17,11,14,16,19,18,23,19,,
Inventory Days,67,65,59,65,66,65,55,55,61,61,,
Days Payable,164,185,166,176,163,145,123,143,156,169,,
Cash Conversion Cycle,-85,-107,-90,-101,-83,-64,-50,-70,-72,-89,,
Working Capital Days,-35,-37,-30,-31,-32,-22,-15,-22,-34,-23,,
ROCE %,91,103,116,117,39,25,27,27,28,28,,
