Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-16.5%,91.78%,19.48%
,ebitda margin growth,-17.33%,5.38%,-19.77%,-21.7%
,net income growth,-17.16%,9.35%,4%,16%
,revenue growth,24.51%,5.65%,13%,20%
,roce,-21.24%,-8.36%,3.88%,30.67%
,roe,-17.16%,-2.05%,23.74%,-28.82%
