Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%,24%
FIIs,4.65%,5.14%,6.06%,7.59%,7.78%,6.25%,6.31%,6.29%,6.33%,6.51%,6.59%,6.76%
DIIs,21.71%,20.55%,18.57%,18.27%,18.35%,17.48%,17.52%,17.28%,17.19%,17.04%,17.03%,11.16%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,37.11%,37.39%,37.92%,37.48%,37.62%,38.8%,38.85%,39.14%,40.19%,40.52%,40.71%,44.52%
Others,12.52%,12.92%,13.45%,12.66%,12.25%,13.46%,13.31%,13.29%,12.29%,11.93%,11.67%,13.57%
No. of Shareholders,1547920,1762620,2186630,2301640,2397340,2514210,2554280,2492270,2547430,2500690,2456880,2447400
