Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,3053.32,2963.14,2991.85,3192.82,3304.53,3299.9,3420.62,3529,3772.65,4157.05,4219,4318
Expenses,2597.2,2545.64,2600.34,2809.94,2942.25,2959,3032.54,3142,3269.27,3593.7,3626,3953
Operating Profit,456.12,417.5,391.51,382.88,362.28,340.9,388.08,387,503.38,563.35,593,365
OPM %,14.94,14.09,13.09,11.99,10.96,10.33,11.35,10.97,13.34,13.55,14.06,8.45
Other Income,10.47,2.94,-55.1,13.61,3.42,3.43,-32.52,2,3.86,-51.91,16,-1
Interest,71.72,65.55,61.66,61.85,66.45,75.09,74.4,82,86.96,104.96,85,146
Depreciation,124.49,127.34,136.06,131.77,137.11,141.49,152.32,151,173.85,188.14,184,186
Profit before tax,270.38,227.55,138.69,202.87,162.14,127.75,128.84,156,246.43,218.34,340,32
Tax %,25.26,23.92,33.04,26.61,28.56,28.29,27.63,26.92,27.57,30.97,29.71,103.12
Net Profit,207.72,181.28,102.27,154.18,121.45,97.03,98.71,112,185.71,155.4,244,4
EPS in Rs,51.42,44.87,26.84,38.11,30.13,24.01,24.6,27.69,45.97,38.51,60.32,0.99
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,6282,6985,6779,7610,9363,11315,11943,13218,15678,16467,,
Expenses,5652,6332,6052,6617,8643,10341,10291,11742,13614,14442,,
Operating Profit,630,652,727,993,721,974,1653,1475,2064,2025,,
OPM %,10,9,11,13,8,9,14,11,13,12,,
Other Income,9,10,8,10,17,-8,-18,8,-31,-33,,
Interest,104,93,154,179,207,242,269,278,359,423,,
Depreciation,169,193,277,340,435,469,509,563,697,732,,
Profit before tax,367,376,304,484,95,254,857,643,976,837,,
Tax %,36,33,24,11,26,28,26,27,29,—,,
Net Profit,233,251,230,432,71,182,635,471,697,589,,
EPS in Rs,58.83,62.35,57.17,106.81,17.6,46.02,158.87,116.85,172.56,145.79,,
Dividend Payout %,20,19,21,17,17,26,19,26,20,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,40,40,40,40,40,40,40,40,40,40,,
Reserves,2374,2566,2726,2867,3276,3232,3399,4002,4328,5006,,
Borrowings,924,872,1498,2035,1533,2229,2295,1792,2136,3272,,
Other Liabilities,1578,1669,2140,2423,3284,3658,3891,4160,4707,5584,,
Total Liabilities,4917,5146,6404,7366,8133,9160,9627,9994,11212,13902,,
Fixed Assets,2453,2709,3180,4160,4763,5329,6096,6271,6984,8439,,
CWIP,326,310,833,1069,793,876,596,684,538,638,,
Investments,232,214,181,184,210,179,170,182,190,222,,
Other Assets,1907,1914,2210,1954,2367,2775,2765,2858,3501,4604,,
Total Assets,4917,5146,6404,7366,8133,9160,9627,9994,11212,13902,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,335,672,561,956,1358,619,1205,1719,1092,1786,,
Cash from Investing Activity,-543,-412,-1060,-1076,-618,-944,-849,-854,-922,-2271,,
Cash from Financing Activity,219,-202,484,79,-731,313,-320,-871,-177,477,,
Net Cash Flow,10,58,-15,-40,9,-12,37,-5,-7,-8,,
Free Cash Flow,-248,189,-546,-154,723,-337,328,852,149,639,,
CFO/OP,65,122,98,134,142,89,120,114,80,95,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,39,43,37,36,44,45,42,39,46,43,,
Inventory Days,101,75,88,88,97,79,56,61,63,68,,
Days Payable,81,83,92,111,157,131,112,123,122,132,,
Cash Conversion Cycle,59,35,33,12,-16,-6,-14,-23,-13,-21,,
Working Capital Days,21,-9,-11,-27,-41,-41,-49,-51,-49,-49,,
ROCE %,19,15,13,10,14,6,9,20,15,19,,
