Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,47.27%,28.19%,119.1%
,ebitda margin growth,31.86%,-11.39%,-11.59%,4.27%
,net income growth,45.8%,-1.38%,16%,23%
,revenue growth,7.68%,21.58%,15%,29%
,roce,41.67%,-24.25%,-41.36%,22.09%
,roe,45.8%,-17.81%,17.3%,-40.03%
