Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,4.07%,3.35%,187.88%
,ebitda margin growth,-4.53%,-19.93%,-2.66%,-2.23%
,net income growth,-5.75%,-23.52%,8%,2%
,revenue growth,-10.14%,1.23%,7%,10%
,roce,—,-38.89%,-42.31%,37.45%
,roe,—,-40.45%,32.98%,0.27%
