Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-20.94%,-78.57%,-76.61%
,ebitda margin growth,45.09%,-11.01%,-15.48%,-32.67%
,net income growth,57.68%,-29.47%,5%,16%
,revenue growth,5.1%,19.87%,15%,16%
,roce,49.86%,-31.83%,-20.63%,25%
,roe,57.69%,-37.78%,15.96%,-42.78%
