Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-47.78%,-77.14%,70.14%
,ebitda margin growth,-33.07%,-4.02%,18.71%,138.3%
,net income growth,-776.2%,29.07%,194.33%,—
,revenue growth,1.08%,2.57%,-8%,21%
,roce,-54.89%,-11.72%,18.72%,8.43%
,roe,776.28%,-18.27%,10.54%,514.12%
