Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,8479,9103,8731,8970,8028,8549,8359,8939,8531,8867,9247,10542
Expenses,6762,7047,7039,7276,6788,6913,6923,7314,7028,7086,7460,8373
Operating Profit,1716,2056,1691,1694,1240,1637,1436,1625,1503,1781,1787,2169
OPM %,20,23,19,19,15,19,17,18,18,20,19,21
Other Income,194,186,212,193,25,193,-60,229,237,69,197,279
Interest,51,54,54,55,63,56,53,44,44,48,59,48
Depreciation,209,220,226,228,242,256,301,301,305,313,310,304
Profit before tax,1651,1968,1624,1604,959,1518,1022,1509,1392,1489,1614,2096
Tax %,25,25,21,26,28,26,31,26,27,28,27,26
Net Profit,1232,1475,1275,1187,694,1128,701,1117,1018,1074,1185,1559
EPS in Rs,12.57,15.09,13.1,12.2,7.24,11.58,7.22,11.47,10.36,11.05,12.22,16.05
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,16825,19240,20211,21713,29101,34489,35495,33906,35584,37187,,
Expenses,13621,15475,16049,16857,24298,28229,27910,27899,28884,29947,,
Operating Profit,3204,3765,4162,4856,4804,6260,7585,6006,6700,7240,,
OPM %,19,20,21,22,17,18,21,18,19,19,,
Other Income,336,274,350,332,296,431,821,350,728,782,,
Interest,41,110,102,92,95,144,205,227,195,199,,
Depreciation,360,622,780,791,816,858,853,1026,1229,1232,,
Profit before tax,3138,3306,3629,4304,4188,5689,7348,5103,6003,6590,,
Tax %,33,33,24,26,26,26,24,27,27,—,,
Net Profit,2098,2208,2774,3207,3085,4195,5558,3710,4395,4837,,
EPS in Rs,21.26,22.48,28.2,32.73,31.59,42.81,56.92,38.23,45.09,49.68,,
Dividend Payout %,41,47,43,55,61,60,58,65,61,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,96,96,96,96,96,96,96,96,96,96,,
Reserves,7508,8314,9375,10034,12710,13716,15896,18632,19304,21276,,
Borrowings,560,533,1320,1118,1093,1587,1933,2474,2290,3929,,
Other Liabilities,4241,4820,5459,4889,6456,7560,7854,8698,8665,9218,,
Total Liabilities,12405,13763,16249,16138,20355,22958,25779,29901,30355,34519,,
Fixed Assets,3304,3732,6497,6272,5859,5519,5770,7147,9220,9640,,
CWIP,258,1405,210,140,183,426,1020,2698,1254,1849,,
Investments,2652,2141,2569,2019,4737,3248,4262,4588,4725,7062,,
Other Assets,6192,6485,6974,7707,9577,13765,14728,15468,15156,15968,,
Total Assets,12405,13763,16249,16138,20355,22958,25779,29901,30355,34519,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,1527,2113,2470,3038,3683,986,4193,6104,4424,7088,,
Cash from Investing Activity,-681,-1556,-918,-518,-541,-317,-1282,-2548,-941,-1328,,
Cash from Financing Activity,-756,-1379,-1117,-2871,-650,-1808,-2140,-2982,-3753,-2377,,
Net Cash Flow,90,-822,434,-351,2492,-1138,771,573,-270,3383,,
Free Cash Flow,860,705,1336,2661,3422,475,2774,3613,2604,5604,,
CFO/OP,82,100,92,97,98,45,91,105,97,129,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,35,38,36,32,44,49,49,50,46,46,,
Inventory Days,138,117,119,127,134,142,121,122,142,118,,
Days Payable,101,95,90,80,119,96,71,79,81,79,,
Cash Conversion Cycle,72,60,65,79,59,94,99,93,107,84,,
Working Capital Days,22,22,16,34,37,57,54,49,52,38,,
ROCE %,38,36,33,33,34,29,34,38,26,26,,
