Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,917,1047,1514,634,860,876,1653,634,839,1083,1794,820
Expenses,858,991,1143,684,787,815,1230,683,766,1080,1523,818
Operating Profit,59,56,370,-50,73,60,422,-49,73,4,272,2
OPM %,6,5,24,-8,8,7,26,-8,9,0.3,15,0.2
Other Income,10,34,5,1,15,5,4,9,7,4,10,2
Interest,11,8,11,9,16,17,13,10,10,12,14,14
Depreciation,16,16,17,17,17,19,19,20,20,21,22,23
Profit before tax,42,67,348,-75,55,30,395,-70,50,-25,245,-34
Tax %,-23,28,26,-7,7,17,27,-9,5,-12,27,-20
Net Profit,52,48,257,-70,51,24,288,-64,48,-22,180,-27
EPS in Rs,6.22,5.79,30.83,-8.46,6.13,2.93,34.52,-7.7,5.77,-2.69,21.59,-3.24
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,3239,3474,3025,3557,4337,3899,4054,4022,4351,4536,,
Expenses,2986,3237,2942,3419,4012,3530,3609,3516,4051,4186,,
Operating Profit,253,238,84,138,325,369,445,506,299,350,,
OPM %,8,7,2.8,3.9,8,9,11,13,7,8,,
Other Income,25,23,49,60,6,22,42,24,29,22,,
Interest,48,60,41,39,65,49,42,54,45,49,,
Depreciation,65,71,72,71,66,64,64,71,83,87,,
Profit before tax,164,130,19,87,200,278,382,404,200,236,,
Tax %,21,52,-229,21,36,43,26,28,29,—,,
Net Profit,130,63,64,69,129,158,282,293,141,178,,
EPS in Rs,15.57,7.58,7.67,8.27,15.46,18.96,33.83,35.12,17,21.43,,
Dividend Payout %,26,46,39,36,32,26,30,29,101,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,42,42,42,42,42,42,42,42,42,42,,
Reserves,2141,2159,2146,2211,2173,2315,2380,2626,2846,2892,,
Borrowings,438,446,404,341,743,832,381,71,229,309,,
Other Liabilities,2137,2097,2495,2570,2885,2624,2304,2852,2928,3892,,
Total Liabilities,4757,4744,5086,5163,5843,5813,5107,5591,6044,7135,,
Fixed Assets,583,595,631,621,601,621,505,528,580,684,,
CWIP,79,68,25,15,14,14,23,37,107,298,,
Investments,0,0,0,0,0,0,0,0,6,8,,
Other Assets,4094,4081,4430,4527,5228,5178,4579,5026,5351,6146,,
Total Assets,4757,4744,5086,5163,5843,5813,5107,5591,6044,7135,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,209,130,257,106,-301,51,560,458,99,118,,
Cash from Investing Activity,-59,-62,-62,-51,-49,-25,-20,-68,-210,-354,,
Cash from Financing Activity,-160,-101,-129,3,-176,-10,-331,-130,107,238,,
Net Cash Flow,-11,-33,65,57,-526,16,208,260,-4,2,,
Free Cash Flow,144,64,192,54,-350,30,551,358,-92,-208,,
CFO/OP,83,58,119,39,-229,26,176,116,44,68,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,209,186,170,182,193,157,116,130,154,191,,
Inventory Days,615,395,331,482,373,328,369,418,462,394,,
Days Payable,152,114,142,152,133,85,116,132,129,164,,
Cash Conversion Cycle,673,467,358,512,434,400,369,416,487,421,,
Working Capital Days,316,245,232,337,294,242,236,261,295,251,,
ROCE %,6,8,7,2,5,9,10,15,16,8,,
