Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,441.84%,279.98%,—
,ebitda margin growth,-98.94%,-117.07%,-128%,-76.01%
,net income growth,-101.43%,—,37%,20%
,revenue growth,-75.16%,-1.6%,19%,100%
,roce,-99.42%,281.25%,473.5%,-1.18%
,roe,-101.43%,435.52%,-36.84%,-68.52%
