Item,Indicator,Value,Signal
,SMA (10),1844.37,Sell
,EMA (10),1850.31,Sell
,SMA (20),1885.09,Sell
,EMA (20),1873.73,Sell
,SMA (50),1915.87,Sell
,EMA (50),1893.79,Sell
,SMA (100),1881.66,Sell
,EMA (100),1897.48,Sell
,SMA (200),1930.3,Sell
,EMA (200),1899.73,Sell
,Indicator,Value,Signal
,---,---,---
,RSI (14),40.79,Neutral
,"MACD (12,26,9)",-26.48,Sell
,"Stochastic (14,3,3)",11.81,Buy
,ADX (14),29.96,Buy
,Williams %R (14),-85.79,Buy
,ATR (14),33.2,Neutral
,ROC (12),-3.73,Sell
,Stoch RSI (14),44.97,Neutral
,"UO (7,14,28)",42.02,Neutral
