Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,20.75%,-38.93%,50.23%
,ebitda margin growth,576.36%,-19.15%,-27.73%,-28.02%
,net income growth,300.75%,-43.82%,-14%,-3%
,revenue growth,3.63%,6.95%,4%,15%
,roce,-630.6%,-42.05%,-62.99%,15.29%
,roe,-300.8%,-48.46%,8.97%,-70.68%
