Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-32.59%,205.02%,-23.29%
,ebitda margin growth,56.59%,-8.29%,9.61%,-42.89%
,net income growth,66.19%,-15.06%,-4%,11%
,revenue growth,8.99%,-0.28%,-1%,10%
,roce,83.99%,-23.56%,-8.99%,13.01%
,roe,66.21%,-20.11%,7.65%,-64.05%
