Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,196.28%,—,638.25%
,ebitda margin growth,1.5%,-8.29%,-2.24%,-27.38%
,net income growth,2.1%,25.07%,11%,16%
,revenue growth,-1.86%,43.4%,29%,29%
,roce,2.84%,16.18%,32.42%,18.57%
,roe,2.06%,4.88%,15.76%,1.29%
