Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-76.32%,-91.49%,-89.62%
,ebitda margin growth,4.99%,-9.63%,-17.74%,-7.07%
,net income growth,10.96%,1.84%,12%,9%
,revenue growth,0.68%,17.59%,12%,18%
,roce,3.65%,-9.23%,-13.34%,15.76%
,roe,10.97%,-8%,12.55%,-23.23%
