Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-7.35%,27.78%,46.3%
,ebitda margin growth,-4.96%,-7.03%,-6.19%,-6.5%
,net income growth,-7.39%,3.34%,19%,48%
,revenue growth,1.27%,19.09%,22%,22%
,roce,-6.5%,-34.02%,-26.67%,25.49%
,roe,-7.32%,-13.08%,21.91%,-10.89%
