Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,645.5%,34.18%,54.63%
,ebitda margin growth,-7.2%,-26.93%,-19.06%,14.08%
,net income growth,-3.68%,-51.59%,15%,28%
,revenue growth,-13.79%,-27.25%,12%,24%
,roce,-10.59%,-31.59%,-26.76%,20.23%
,roe,-3.75%,-32.28%,16.35%,62.99%
