Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,4014,5410,6489,5414,4919,6568,7005,6739,6378,7611,11343,6795
Expenses,2824,3403,4388,3074,3533,4196,4953,4260,4385,5467,8700,4327
Operating Profit,1190,2007,2102,2340,1386,2372,2051,2478,1993,2144,2644,2468
OPM %,30,37,32,43,28,36,29,37,31,28,23,36
Other Income,321,84,389,365,361,375,492,300,383,372,432,347
Interest,19,32,21,23,29,61,65,27,8,35,51,22
Depreciation,89,82,111,74,103,103,141,109,110,107,152,103
Profit before tax,1404,1977,2359,2608,1614,2584,2338,2643,2259,2375,2873,2691
Tax %,27,26,40,25,26,27,37,26,26,26,30,25
Net Profit,1026,1482,1410,1969,1205,1880,1477,1968,1698,1757,2027,1976
EPS in Rs,1.17,1.69,1.61,2.24,1.38,2.14,1.68,2.24,1.93,2,2.31,2.25
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,11615,12153,11699,15370,25965,17667,21308,23906,32071,32127,,
Expenses,5812,5228,5697,6580,13338,11613,14014,15755,22811,22878,,
Operating Profit,5803,6925,6003,8790,12626,6054,7294,8150,9260,9249,,
OPM %,50,57,51,57,49,34,34,34,29,29,,
Other Income,667,588,416,351,716,2004,1087,1591,1488,1535,,
Interest,37,40,10,17,39,75,78,178,121,116,,
Depreciation,257,279,295,229,288,336,351,420,477,472,,
Profit before tax,6176,7194,6114,8896,13016,7646,7952,9143,10149,10197,,
Tax %,38,36,41,30,27,28,30,28,27,—,,
Net Profit,3808,4617,3573,6276,9429,5601,5567,6520,7450,7459,,
EPS in Rs,4.01,5.03,3.89,7.14,10.72,6.37,6.34,7.43,8.47,8.49,,
Dividend Payout %,36,37,45,36,46,35,38,44,41,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,316,316,306,306,293,293,293,293,879,879,,
Reserves,22266,24101,25738,27367,29591,17725,22328,25363,28817,33183,,
Borrowings,0,500,364,566,1994,1800,2128,3359,4276,6407,,
Other Liabilities,3201,3774,3483,3056,5051,5094,5204,6646,7035,7851,,
Total Liabilities,25784,28691,29891,31294,36930,24912,29953,35661,41007,48320,,
Fixed Assets,2095,3457,3512,3810,3933,3662,3199,3377,5038,5856,,
CWIP,11855,12545,13819,15530,17158,1333,1998,3235,4737,6749,,
Investments,612,673,859,910,875,895,940,956,978,1372,,
Other Assets,11221,12016,11701,11045,14964,19022,23816,28094,30253,34344,,
Total Assets,25784,28691,29891,31294,36930,24912,29953,35661,41007,48320,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,2109,3376,4002,2126,7266,6942,1838,7394,1894,4996,,
Cash from Investing Activity,5171,-1865,-789,-313,-4316,-3214,202,-6076,306,-3842,,
Cash from Financing Activity,-7249,-1557,-3201,-1753,-2591,-4067,-2067,-1302,-2225,-1092,,
Net Cash Flow,31,-46,11,60,359,-339,-28,16,-25,63,,
Free Cash Flow,-211,1318,1996,-278,5644,5743,590,5547,-1336,1826,,
CFO/OP,102,99,95,73,111,89,65,126,54,85,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,43,46,43,69,51,42,90,60,118,105,,
Inventory Days,—,—,—,—,—,—,—,—,—,170,,
Days Payable,—,—,—,—,—,—,—,—,—,27,,
Cash Conversion Cycle,43,46,43,69,51,42,90,60,118,247,,
Working Capital Days,3,-4,9,53,-19,30,94,9,55,67,,
ROCE %,16,25,28,23,30,50,29,31,30,28,,
