Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-20.06%,32.64%,7.21%
,ebitda margin growth,-60.81%,0.91%,1.55%,46.62%
,net income growth,-62.11%,8.98%,16%,23%
,revenue growth,-57.45%,9.68%,7%,8%
,roce,-61.8%,-21.1%,-43.81%,17.95%
,roe,-62.12%,-7.11%,24.09%,-15.55%
