Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-45.3%,2.74%,11.61%
,ebitda margin growth,-83.31%,-38.11%,-52.34%,-57.91%
,net income growth,-644.58%,-69%,-23%,-12%
,revenue growth,-29.61%,-14.01%,19%,18%
,roce,-224.16%,-66.41%,-75%,22.25%
,roe,-643.8%,-70.87%,10.38%,-87.48%
