Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-21.28%,-4.69%,18.46%
,ebitda margin growth,32.62%,-17.18%,-12.25%,6.2%
,net income growth,44.79%,-26.86%,10%,10%
,revenue growth,10.22%,2.24%,7%,8%
,roce,52.59%,-31.02%,-29.41%,18.16%
,roe,44.8%,-33.71%,14.54%,-7.51%
