Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,59.07%,59.07%,59.07%,59.07%,66.07%,66.07%,66.24%,66.24%,66.24%,66.24%,66.33%,67.16%
FIIs,28%,27.38%,26.78%,25.98%,14.81%,14.85%,15.09%,15.74%,17.08%,18.96%,20.16%,21.74%
DIIs,4.32%,5.22%,6.08%,5.76%,4.47%,4.33%,4.13%,4.45%,4.81%,4.59%,4.93%,5.13%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,5.24%,5.72%,6.53%,7.53%,4.23%,4.4%,4.22%,3.89%,3.44%,2.95%,2.79%,2.61%
Others,3.37%,2.61%,1.54%,1.65%,10.43%,10.35%,10.32%,9.68%,8.42%,7.26%,5.79%,3.36%
No. of Shareholders,461999,542960,693438,866851,853872,868022,856740,814655,761800,720205,694272,676526
