Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,64.05%,63.73%,60.66%,55.19%,55.05%,54.75%,53.33%,53.19%,52.98%,52.82%,52.35%,52.31%
FIIs,2.74%,2.23%,2.86%,4.72%,4.56%,4.92%,6.53%,7.12%,7.01%,6.88%,6.21%,7.22%
DIIs,12.41%,11.94%,13.52%,16.24%,16.26%,16.46%,17.67%,17%,18.2%,19.53%,21.97%,20.71%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,9.1%,10.28%,11.59%,12.24%,12.73%,12.72%,11.88%,8.35%,8.54%,8.84%,7.49%,7.76%
Others,11.7%,11.82%,11.36%,11.62%,11.39%,11.15%,10.59%,14.34%,13.27%,11.93%,11.98%,12%
No. of Shareholders,119109,129470,135768,138991,163595,162908,153744,142155,142669,146556,138467,134577
