Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Sales,7822,7911,8228,7177,8102,8997,9692,8766,9777,10484,11156,11337
Expenses,7427,7567,7851,6767,7639,8439,9176,8445,9225,10049,10710,10794
Operating Profit,395,344,377,410,463,558,516,321,552,435,445,543
OPM %,5,4.3,4.6,6,6,6,5,3.7,6,4.2,4,4.8
Other Income,24,47,120,25,31,24,53,13,51,27,-112,4
Interest,24,25,116,19,20,20,25,24,35,35,36,41
Depreciation,60,60,81,57,56,70,85,62,63,62,62,53
Profit before tax,335,306,300,359,417,491,458,249,505,365,236,453
Tax %,24,29,31,27,26,24,22,27,-2,-63,-122,26
Net Profit,255,217,206,263,309,371,359,180,517,594,524,336
EPS in Rs,2.34,1.99,1.9,2.42,2.85,3.42,3.3,1.66,4.75,5.46,4.82,3.09
Item,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,TTM,,
---,---,---,---,---,---,---,---,---,---,---,,
Sales,11994,12729,13118,16319,24205,31525,31742,33758,40170,42754,,
Expenses,17042,12603,12712,15362,22715,30231,30435,31801,38407,40778,,
Operating Profit,-5047,126,406,957,1491,1294,1307,1957,1762,1976,,
OPM %,-42,1,3.1,6,6,4.1,4.1,6,4.4,4.6,,
Other Income,34,96,7501,64,79,290,220,132,-27,-29,,
Interest,857,7,113,373,358,245,198,95,133,148,,
Depreciation,140,138,136,133,137,160,269,268,248,240,,
Profit before tax,-6010,77,7658,514,1074,1179,1060,1726,1354,1559,,
Tax %,-7,0,0,-32,25,25,28,25,-34,—,,
Net Profit,-5573,77,7672,681,806,886,765,1301,1815,1970,,
EPS in Rs,-55.6,0.77,86.45,7.67,9.09,8.16,7.05,11.98,16.68,18.12,,
Dividend Payout %,0,0,0,0,18,24,28,28,22,—,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Equity Capital,65,65,65,59,59,59,72,72,72,218,,
Reserves,958,-4614,-4543,3312,4003,6112,9774,10133,11299,12880,,
Borrowings,5208,7227,7916,3614,3660,3696,1454,1049,788,2789,,
Other Liabilities,7024,5042,4500,883,1286,1613,1943,2008,3359,2917,,
Total Liabilities,13256,7721,7937,7868,9009,11480,13244,13262,15518,18803,,
Fixed Assets,5502,5358,5224,5070,4954,4900,5148,4963,5516,5323,,
CWIP,29,28,27,25,27,28,80,101,95,51,,
Investments,89,51,31,20,30,42,38,1041,223,124,,
Other Assets,7636,2284,2655,2752,3997,6510,7978,7157,9684,13305,,
Total Assets,13256,7721,7937,7868,9009,11480,13244,13262,15518,18803,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Cash from Operating Activity,577,882,240,-61,241,724,-339,1746,198,-333,,
Cash from Investing Activity,106,-70,-112,-26,-42,-1562,526,-912,-36,-851,,
Cash from Financing Activity,-671,-856,-7,82,-307,1167,241,-1100,-611,1680,,
Net Cash Flow,12,-45,121,-4,-108,329,428,-266,-449,497,,
Free Cash Flow,571,884,233,-80,220,690,-433,1649,101,-1278,,
CFO/OP,-87,-17,174,-14,26,56,-5,160,32,-20,,
Item,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,Mar 2026,,
---,---,---,---,---,---,---,---,---,---,---,,
Debtor Days,100,8,8,8,10,12,18,16,17,22,,
Inventory Days,28,43,42,44,63,52,55,51,81,79,,
Days Payable,118,104,75,5,17,16,18,22,34,25,,
Cash Conversion Cycle,10,-54,-25,47,55,48,55,46,65,76,,
Working Capital Days,-87,-312,-295,26,35,31,40,33,53,51,,
ROCE %,-11,-116,3,6,12,16,14,11,16,12,,
