Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,45.99%,45.99%,45.99%,45.99%,45.99%,45.99%,45.99%,45.99%,45.99%,45.99%,45.99%,45.99%
FIIs,12.81%,12.94%,13.57%,13.74%,12.31%,11.72%,11.6%,11.47%,10.88%,10.92%,10.3%,10.63%
DIIs,18.74%,18.99%,18.56%,17.87%,17.97%,17.65%,17.15%,17.4%,18.46%,18.71%,19.13%,19.3%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
Public,14.96%,14.7%,14.85%,15.45%,16.81%,17.66%,18.3%,18.12%,17.7%,17.47%,17.66%,17.09%
Others,7.5%,7.38%,7.02%,6.94%,6.91%,6.99%,6.95%,7.02%,6.97%,6.91%,6.92%,6.99%
No. of Shareholders,818681,863842,943331,1075630,1196190,1281240,1338260,1303980,1258110,1220670,1203120,1168810
