Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,9.8%,9.16%,—
,ebitda margin growth,-20.27%,13.35%,6.27%,28%
,net income growth,-69.69%,-166.5%,45%,20%
,revenue growth,-8.18%,16.33%,21%,88%
,roce,-34.23%,121.41%,40.04%,3.02%
,roe,-69.69%,-163.73%,-0.6%,-106.7%
