Item,Sep 2023,Dec 2023,Mar 2024,Jun 2024,Sep 2024,Dec 2024,Mar 2025,Jun 2025,Sep 2025,Dec 2025,Mar 2026,Jun 2026
Promoters,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,28.34%
FIIs,22.37%,23.41%,19.33%,19.14%,19.77%,19.53%,24.69%,24.4%,19.05%,24.94%,46.2%,19.6%
DIIs,15.85%,8.25%,7.25%,6.83%,6.49%,6.71%,5.91%,5.96%,16.83%,14.39%,12.08%,7.99%
Government,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0.53%,0%
Public,41.99%,48.4%,43.16%,44.2%,43.31%,42.42%,40.58%,40.11%,40.1%,37.57%,26.64%,28.65%
Others,19.79%,19.93%,30.26%,29.84%,30.43%,31.33%,28.81%,29.53%,24.02%,23.1%,14.55%,15.42%
No. of Shareholders,454303,450141,493288,487849,474592,459927,449373,439244,438484,421644,407005,399460
