Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,-99.7%,-251.28%,—
,ebitda margin growth,-1.08%,2.76%,—,—
,net income growth,0.78%,184.69%,22%,25%
,revenue growth,1.53%,141.85%,28%,25%
,roce,-0.94%,41.72%,—,—
,roe,0.79%,6.65%,—,—
