Item,Metric,QoQ,1Y,3Y,5Y
,cash flow growth,—,27.5%,8.04%,147.71%
,ebitda margin growth,32.72%,-15.51%,-16.33%,-17.74%
,net income growth,50.52%,-24.89%,1%,-2%
,revenue growth,21.37%,0.81%,4%,13%
,roce,45.89%,-30.94%,-31.58%,19.4%
,roe,50.53%,-28.75%,14.63%,-45.17%
